Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
ACME ACRES                                   ,412892,6.01965E+15,1845 GURLEY RD                ,STE A                    ,GRANGER                 ,WA,YAKIMA,989329444,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170713,5096432535,0,0
ACME CONSUMER PRODUCTS                       ,412655,6.0334E+15,2154 BUCHANNON LOOP           ,SUITE B                  ,FERNDALE                ,WA,WHATCOM,982489801,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131127,3602015136,0,0
ACME DIESEL                                  ,416144,6.03356E+15,7019 ROAD 9 NW                ,STE A                    ,EPHRATA                 ,WA,GRANT,988239722,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170104,2063841905,0,0
ACME DIESEL                                  ,416150,6.03356E+15,7019 RD 9 NW STE J            ,                         ,EPHRATA                 ,WA,GRANT,988239722,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170104,2066612090,0,0
ACME MEDICINALS D                            ,416147,6.03356E+15,7019 RD 9 NW STE D            ,                         ,EPHRATA                 ,WA,GRANT,988239722,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131224,2063841903,0,0
ACME MEDICINALS S                            ,416141,6.03356E+15,7019 RD 9 NW STE S            ,                         ,EPHRATA                 ,WA,GRANT,988239722,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170110,2063841904,0,0
ACME MOUNTAIN HERB                           ,412162,6.0335E+15,960 VALLEY HWY STE A          ,                         ,ACME                    ,WA,WHATCOM,982209706,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20151120,3605950375,0,0
AD LIB ENTERPRISES                           ,412418,6.03349E+15,166 BENSON CREEK DR           ,STE A                    ,TWISP                   ,WA,OKANOGAN,988569605,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20161207,2069202619,0,0
ADE ORGANICS                                 ,416040,6.03358E+15,1926 PINE CREEK RD UNIT 6     ,                         ,TONASKET                ,WA,OKANOGAN,988550000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170113,2069816757,0,0
ADVANCED AGRICULTURE                         ,415734,6.03025E+15,1199 W CUNNINGHAM RD          ,STE I                    ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170612,3609080995,0,0
ADVANCED AGRICULTURE                         ,425086,6.03025E+15,1843 W BLACK ARROW LN         ,                         ,OTHELLO                 ,WA,ADAMS,983700937,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170613,3608195502,0,0
AENGUS                                       ,412360,6.0335E+15,4290 STATE ROUTE 283 N STE C  ,                         ,QUINCY                  ,WA,GRANT,988489749,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131121,2066250085,0,0
AG GROW                                      ,412557,6.03482E+15,3472 PULLMAN AIRPORT RD STE A ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170725,2066691690,0,0
AGAPE RESEARCH WA                            ,413293,6.03334E+15,2002 VALLEY HWY STE A         ,STE A                    ,ACME                    ,WA,WHATCOM,982209635,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170712,2063917365,0,0
AGAPE RESEARCH WA                            ,416132,6.03334E+15,17910 STATE ROUTE 536 STE B   ,                         ,MOUNT VERNON            ,WA,SKAGIT,982730000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131224,2063917365,0,0
AGAPE RESEARCH WA                            ,416169,6.03334E+15,17918 STATE ROUTE 536         ,                         ,MOUNT VERNON            ,WA,SKAGIT,982733269,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131224,2063917365,0,0
AGRI MGT CORP                                ,417122,6.03359E+15,15642 RD 2 SW STE A           ,                         ,QUINCY                  ,WA,GRANT,988489548,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170614,2064237277,0,0
AGRI-GREEN NORTHWEST                         ,415841,6.03355E+15,9790 PADILLA HEIGHTS RD       ,                         ,ANACORTES               ,WA,SKAGIT,982218697,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20161018,3604217131,0,0
AGRIJUANA                                    ,415998,6.03358E+15,1810 SE COMMERCE AVE          ,                         ,BATTLE GROUND           ,WA,CLARK,986040000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161129,3606994724,0,0
AGRIJUANA                                    ,416975,6.01554E+15,824 S 28TH ST                 ,STE B                    ,TACOMA                  ,WA,PIERCE,984098105,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20140103,5096297370,0,0
AGRILAB                                      ,416959,6.03453E+15,145 GREENACRES RD STE 3       ,                         ,RIVERSIDE               ,WA,OKANOGAN,988490000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161111,2533802170,0,0
AGRO COUTURE                                 ,417142,6.03088E+15,2919 S ALASKA ST              ,                         ,TACOMA                  ,WA,PIERCE,984097804,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170224,2065799464,0,0
AGRO TECHNIC                                 ,412266,6.0335E+15,1199 W CUNNINGHAM RD Q        ,STE Q                    ,OTHELLO                 ,WA,ADAMS,993440000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170526,2066692446,0,0
AGROPACK                                     ,412741,6.03351E+15,391 E EXPORT RD               ,                         ,SHELTON                 ,WA,MASON,985840000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161118,3604623400,0,0
AHUI                                         ,412015,6.03483E+15,3303 S 35TH ST STE A-4        ,STE A-4                  ,TACOMA                  ,WA,PIERCE,984090000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161221,2537325490,0,0
AIS                                          ,416612,6.02678E+15,15812 NE 10TH AVE STE A       ,                         ,RIDGEFIELD              ,WA,CLARK,986425727,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170121,3605211426,0,0
AISLING ENTERPRISES                          ,413288,6.02991E+15,3833 EAST BISMARK AVE         ,                         ,SPOKANE                 ,WA,SPOKANE,992176504,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170303,5093155419,0,0
AKULE STREET                                 ,416615,6.02646E+15,2000 ROZA DRIVE PEN A         ,PEN A                    ,ZILLAH                  ,WA,YAKIMA,989530000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20140101,2062009849,0,0
ALASKAN GREEN ACRES                          ,413658,6.00449E+15,5390 STATE RT 12 UNIT A       ,                         ,MALONE                  ,WA,GRAYS HARBOR,985900000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170512,3604911658,0,0
ALDEN JAY FOOTE                              ,416127,6.0336E+15,6241 COTTONWOOD RD            ,STE A                    ,WALLA WALLA             ,WA,WALLA WALLA,993621593,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170306,5093015401,0,0
ALFHILD VENTURES                             ,413203,6.03356E+15,126 NEWMAN CREEK RD           ,UNIT A                   ,ELMA                    ,WA,GRAYS HARBOR,985419536,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131213,2068182046,0,0
ALFHILD VENUTURES                            ,413202,6.03356E+15,9510 14TH AVE S UNIT A        ,UNIT A                   ,SEATTLE                 ,WA,KING,981085065,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131213,2068182046,0,0
ALIS GROUP                                   ,415700,6.03325E+15,624 S LANDER ST STE 47        ,                         ,SEATTLE                 ,WA,KING,981342041,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160726,4257864549,0,0
ALIS GROUP                                   ,416670,6.03325E+15,18001 E EUCLID AVE STE D      ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992160000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170223,4257864549,0,0
ALKI FARMS                                   ,416505,6.03361E+15,681 SWAN RD  STE A            ,STE A                    ,SUNNYSIDE               ,WA,YAKIMA,989449670,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161213,5098374394,0,0
ALKI HERBAL                                  ,412371,6.03348E+15,1128 SW SPOKANE ST  STE 300   ,STE 300                  ,SEATTLE                 ,WA,KING,981341128,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170228,2068984378,0,0
ALL GREEN FARMS                              ,416330,6.0335E+15,7800 POSTMA RD #7             ,STE #7                   ,MOXEE                   ,WA,YAKIMA,989360000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161203,5099481157,0,0
ALL NATURAL PAIN RELIEF PRODUCTS             ,416228,6.03356E+15,2515 HARTFORD DR STE A        ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982589717,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161213,2533502211,0,0
ALL NATURAL PRODUCTS                         ,417330,6.0335E+15,6700 S OLD PACIFIC HWY        ,                         ,KALAMA                  ,WA,COWLITZ,986250000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170221,4252448484,0,0
ALL ORGANICS                                 ,412167,6.0335E+15,560-2 HAWK HAVEN RD           ,                         ,CLE ELUM                ,WA,KITTITAS,989228421,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160927,3608938575,0,0
ALLIANCE 502                                 ,412949,6.03526E+15,139 GREENACRES RD #2          ,                         ,RIVERSIDE               ,WA,OKANOGAN,988490000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170711,8007930108,0,0
ALON                                         ,416081,6.03355E+15,234 OMAK RIVER RD   UNIT 2    ,UNIT 2                   ,OMAK                    ,WA,OKANOGAN,988419673,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170506,4257728453,0,0
ALON                                         ,422685,6.03355E+15,127 BOUNDARY POINT RD         ,                         ,OROVILLE                ,WA,OKANOGAN,988449563,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170602,4257754619,0,0
ALPHA BUDZ                                   ,413066,6.03351E+15,185 ZEPEDA RD BLDG 1          ,                         ,FORKS                   ,WA,CLALLAM,983319606,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161118,3606400391,0,0
ALPHAPHENO                                   ,412104,6.03339E+15,8971 GUIDE MERIDIAN RD        ,                         ,LYNDEN                  ,WA,WHATCOM,982649134,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170609,2068010215,0,0
ALTO BUDDHA                                  ,416753,6.03359E+15,5526 INDUSTRY LANE            ,STE 1                    ,EAST WENATCHEE          ,WA,DOUGLAS,988020000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170206,3604717765,0,0
ALTO BUDDHA                                  ,416754,6.03359E+15,26129 CALVARY LN NE           ,BLDG B-2 STE 100A & 100B ,KINGSTON                ,WA,KITSAP,983467404,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170524,3604717765,0,0
AMBER BRICK                                  ,416929,6.03359E+15,5473 GUIDE MERIDIAN STE B & C ,                         ,BELLINGHAM              ,WA,WHATCOM,982269771,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161228,2067990755,0,0
AMERICAN BAKED CO                            ,417065,6.03359E+15,3810 AIRPORT WAY S            ,STE 108                  ,SEATTLE                 ,WA,KING,981080000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160928,2062719491,0,0
AMERICAN BAKED CO                            ,423809,6.03359E+15,3810 AIRPORT WAY S            ,STE 109                  ,SEATTLE                 ,WA,KING,981080000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170721,2062719491,0,0
AMERICAN BAKED CO                            ,424878,6.03359E+15,2939 4TH AVE S STE 104        ,STE 104                  ,SEATTLE                 ,WA,KING,981341934,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170721,2069002660,0,0
AMERICAN BEST SUPPLY                         ,412624,6.03268E+15,"4185 OLD MONITOR RD, STE A    ",                         ,MONITOR                 ,WA,CHELAN,988360000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170119,5098608330,0,0
AMERICAN FARMS                               ,416387,6.03351E+15,3478 ENTIAT RIVER RD          ,                         ,ENTIAT                  ,WA,CHELAN,988229714,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170404,5098818707,0,0
AMERICAN SENSI COMPANY                       ,412735,6.03409E+15,1625 CENTER ST                ,SUITE C                  ,TACOMA                  ,WA,PIERCE,984097920,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170707,3605568262,0,0
AMERICANNA NATURALS                          ,413854,6.03353E+15,26420 PIONEER WAY NW          ,STE A                    ,POULSBO                 ,WA,KITSAP,983700000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170320,8187440283,0,0
AMERICANNA SEATTLE                           ,415688,6.0335E+15,6111 12 AVE S                 ,STE A                    ,SEATTLE                 ,WA,KING,981082703,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170202,2066507745,0,0
AMERIKAN WEED                                ,412991,6.03356E+15,3223 C ST NE   UNIT 9         ,UNIT 9                   ,AUBURN                  ,WA,KING,980021720,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170408,2533974738,0,0
AMERIKAN WEED                                ,415619,6.03359E+15,3223 C ST NE                  ,UNIT 5                   ,AUBURN                  ,WA,KING,980021720,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131220,2532503253,0,0
ANANDA WASHINGTON                            ,419553,6.03359E+15,5845 192ND AVE SW STE 101     ,                         ,ROCHESTER               ,WA,THURSTON,985799201,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170105,5035226568,0,0
ANCHOR BAKERY                                ,415961,6.03178E+15,12015 AURORA AVE N STE 1      ,                         ,SEATTLE                 ,WA,KING,981338249,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170228,2063107035,0,0
ANCIENT HERB                                 ,414463,6.01173E+15,7629 KIMBERLY DR WAY          ,                         ,FORD                    ,WA,STEVENS,990139738,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170505,5092587364,0,0
ANTHONY GENE ROSSO                           ,416925,6.03362E+15,1209 HWY 281 SPUR             ,STE F                    ,QUINCY                  ,WA,YAKIMA,988480699,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160615,2067308667,0,0
ANTOINE CREEK FARMS                          ,412138,6.03348E+15,659 ANTOINE CREEK RD          ,                         ,CHELAN                  ,WA,OKANOGAN,988168653,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161108,2062952284,0,0
APPLICATION SOFTWARE PRODUCTS                ,415727,6.00506E+15,1802 N LANGLEY STE #2         ,#2                       ,SPOKANE                 ,WA,SPOKANE,992120000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170615,5099813109,0,0
AQUA ORGANICS                                ,413113,6.01996E+15,82 PORTAGE PLACE UNIT B       ,                         ,FRIDAY HARBOR           ,WA,SAN JUAN,982500000,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160603,3602094224,0,0
AQUA ORGANICS                                ,423261,6.01996E+15,23930 OSO LOOP RD STE G       ,STE G                    ,ARLINGTON               ,WA,SNOHOMISH,982235399,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20161227,3609326983,0,0
ARBOR ENTERPRISES                            ,416043,6.03358E+15,86 BADGER RD                  ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985509416,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161122,2068525911,0,0
ARCHANGEL BOTANICALS                         ,413912,6.03375E+15,24 COW TRAIL ROAD             ,                         ,TONASKET                ,WA,OKANOGAN,988559715,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170307,8312772061,0,0
ARTIZEN CANNABIS COMPANY                     ,413462,6.03355E+15,2660 WILLIAMETTE DR NE  STE F ,                         ,LACEY                   ,WA,THURSTON,985160000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170717,2063174419,0,0
ARTIZEN CANNABIS COMPANY                     ,417105,6.03355E+15,2260 WILLAMETTE DR NE STE C   ,                         ,LACEY                   ,WA,THURSTON,985160000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170503,2063174419,0,0
ATF FARMS                                    ,417335,6.02692E+15,440 GRUBB RD STE 1            ,                         ,WENATCHEE               ,WA,CHELAN,988010000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170106,5098604928,0,0
ATLAS BRAND                                  ,412788,6.03349E+15,1578 MOORE ST                 ,STE D                    ,SEDRO WOOLLEY           ,WA,SKAGIT,982840000,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131126,2065102303,0,0
ATOMIC GREEN                                 ,413209,6.03356E+15,6031 OLD OLYMPIC HWY SW STE A ,                         ,OLYMPIA                 ,WA,THURSTON,985129425,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161123,3605612500,0,0
AUNT DONNA'S                                 ,412850,6.03351E+15,2870 OCEAN AVENUE #4          ,                         ,RAYMOND                 ,WA,PACIFIC,985774906,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131206,2066028217,0,0
AUNT DONNA'S                                 ,412851,6.03351E+15,1725 OCEAN AVE BUILDING 5A    ,                         ,RAYMOND                 ,WA,PACIFIC,985779596,MARIJUANA PROCESSOR                ,PENDING (NOT ISSUED),20131123,2066028217,0,0
AUNTIE ONOLICIOUS                            ,412300,6.03348E+15,123 BLACK BEAR RD             ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983689621,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170125,3607740309,0,0
AUNTIE ONOLICIOUS                            ,415452,6.03348E+15,123 BLACK BEAR RD STE B       ,                         ,PORT TOWNSEND           ,WA,JEFFERSON,983689621,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20160816,3607740309,0,0
AURICAG                                      ,412118,6.03346E+15,820 S CHARLESTOWN             ,                         ,SEATTLE                 ,WA,KING,981340000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170707,2062261391,0,0
AURUM FARMS                                  ,412110,6.03341E+15,21516 95TH ST SE              ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982907254,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20170221,3603488489,0,0
AURUM FARMS                                  ,424484,6.03341E+15,8129 PIPELINE RD              ,                         ,LYMAN                   ,WA,SKAGIT,982630000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170221,3603488489,0,0
AUTREES NURSERY                              ,416175,6.0352E+15,3171 GOLDIE RD BLDG E         ,                         ,OAK HARBOR              ,WA,ISLAND,982772732,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20160121,2062263222,0,0
AVANT GARDENS                                ,412367,6.03351E+15,19020 SR 203   STE B          ,STE B                    ,MONROE                  ,WA,SNOHOMISH,982728873,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170608,4259237202,0,0
AVITAS                                       ,412064,6.03271E+15,25404 STATE ROUTE 9 STE A     ,                         ,ARLINGTON               ,WA,SNOHOMISH,982230000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170726,2069531509,0,0
AVITAS                                       ,412759,6.03271E+15,25404 STATE ROUTE 9 STE B     ,                         ,ARLINGTON               ,WA,SNOHOMISH,982230000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170727,2069531509,0,0
AXABRA                                       ,412438,6.03349E+15,3230 E RIVERSIDE AVE STE 110  ,                         ,SPOKANE                 ,WA,SPOKANE,992020000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161123,4259987057,0,0
AYRA                                         ,416755,6.03359E+15,676 S INDUSTRIAL WAY          ,                         ,SEATTLE                 ,WA,KING,981085236,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170307,6509069915,0,0
BACONS BUDS                                  ,412288,6.0335E+15,181 KATIES LN SUITE B         ,                         ,WASHOUGAL               ,WA,SKAMANIA,986717397,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170524,3608371713,0,0
BAD ASS HERBS                                ,412626,6.03107E+15,744 STATE ROUTE 173           ,UNIT B                   ,BREWSTER                ,WA,DOUGLAS,988129661,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170417,5096866211,0,0
BAKECATION                                   ,412219,6.03335E+15,470 W 2ND ST STE 106          ,                         ,SUMAS                   ,WA,WHATCOM,982959680,MARIJUANA PROCESSOR                ,CLOSED (PERMANENT),20161219,3603756042,0,0
BANG'S CANNABIS COMPANY                      ,412402,6.0352E+15,12917 S SHORT RD STE A        ,STE A                    ,CHENEY                  ,WA,SPOKANE,990049545,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170713,5095599090,0,0
BBB FARMS                                    ,412601,6.03347E+15,161 KIRKPATRICK RD            ,                         ,ELK                     ,WA,PEND OREILLE,990099533,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20161129,5099398539,0,0
BC LABS                                      ,417135,6.03361E+15,199 EASY ST                   ,                         ,PORT ANGELES            ,WA,CLALLAM,983620000,MARIJUANA PROCESSOR                ,ACTIVE (ISSUED),20170614,3604613555,0,0
BC TL                                        ,419691,6.03354E+15,1824 RD N NE UNIT 4           ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170418,2063693912,0,0
BE KIND BUDS                                 ,416353,6.03299E+15,1199 W CUNNINGHAM RD          ,STE P2                   ,OTHELLO                 ,WA,ADAMS,983449004,MARIJUANA PROCESSOR                ,PENDING (ISSUED),20170706,2067796839,0,0
