ID#,straindescription,Cannabinoid,Genetics,Intoxication,Look,Medical,Smell Flavor,Wellness,Commoditization
1990,"""Incredible"" Coastal Cannabis --- Coastal Cannabis   THC = 25.44%   Indica   Calming, Mellow, Giggly",1,0,0,0,0,0,0,1
1559,"""OG Chem"" Phat Panda --- Phat Panda   THC = 32.6%   Sativa Hybrid  Uplifting, Euphoric, Creative",1,0,1,0,0,0,1,0
2878,"""Panda OG"" Phat Panda --- Phat Panda   THC = 29.4%   Sativa Hybrid   ""Elevating, Carefree, Happy""",1,0,0,0,0,0,1,0
5238,"""Pez"" Oil Chipper --- Chipper   THC = 67.21%   Indica",1,0,0,0,0,0,0,1
3405,"""Purple OG"" Omega Gamma Line --- Omega Concentrates Gamma Line   THC = 78.07%    Indica Hybrid   1 Gram",1,0,0,0,0,0,0,1
14847,"""Special"" Hash Plant Dabtella Wax Wax by Golden Goo --- 80.7% THC 0.2% CBD Hash Plant x Northern Lights, Indica",1,1,0,0,0,0,0,0
14249,"""Special"" White Widow Sugar Wax Wax by Pickens Mountain Farm --- 50.5% THC 1.1% CBD Brazilian x South Indian Landraces, Hybrid",1,1,0,0,0,0,0,0
1168,"""Super Lemon Haze"" Suspended Brands --- Suspended Brands   THC = 23.21%    Sativa   High Energy, Alert, Citrusy",1,0,0,0,0,1,1,0
1455,"""The White"" Phat Panda --- Phat Panda   THC = 26.6%   Indica Hybrid   Mellow, Relaxing, Happy",1,0,0,0,0,0,1,0
1620,"""White Widow Live Resin"" Omega --- Omega Concentrates   THC = 88.63%   Sativa Hybrid   Social, Creative, Energetic",1,0,0,0,0,0,1,0
1644,"#9 Hammer CO2 Oil Tankers ---  Grower: Life Gardens   Strain Type: Indica   THC: 74.18%   CBD: 0.42%   Dose uses many of the most popular strains of cannabis sourced from Washington 502 growers. We use the buds and sugar leaves that ensure a superior oil. We use the buds and sugar leaves that provide an excellent oil. We have Sativas, Hybrids, and Indicas available. Each batch of oil is tested in a third-party laboratory so that the customer knows what they are getting as well as being assured that our product is pesticide and solvent free. ",1,0,0,0,0,0,0,0
2761,$10 Grams From Sticky Budz --- Assorted strains of $10 grams. Only while they last! Ask a budtender for what's available today,0,0,0,0,0,0,0,0
3874,"$10 Grams From Triple T Farms --- $10 grams- assorted strains. ask a budtender for details, while supplies last",0,0,0,0,0,0,0,0
3690,"$10 Grams from JV Ranch --- assorted strains. $10 per gram, while supplies last, ask a budtender for details",0,0,0,0,0,0,0,0
1555,"$10 grams from Bondi --- *Assorted strains, while supplies last, ask a budtender for details.
Bondi Farms is named after the famous Bondi Beach in Australia. Although the beach has nothing to do with cannabis, it reminds us of a place where you can go to relax or be active. All of us here at Bondi Farms think of it as a way to get away from the daily challenges and stresses that come with life. ",0,0,0,0,0,0,0,0
2810,"$10 grams from Bondi --- assorted strains, while supplies last, ask a budtender for details",0,0,0,0,0,0,0,0
4869,"$10 grams from Cascade Crops --- $10 grams, while supplies last of assorted strains. ask your budtender for details",0,0,0,0,0,0,0,0
3370,"$10 grams from Phoenix --- $10 grams from Phoenix, check back regularly for new inventory!",0,0,0,0,0,0,0,0
4280,"$10 grams from Spark --- $10 grams of assorted strains. only while supplies last, and they don't last long! Ask a budtender for details!",0,0,0,0,0,0,0,0
7699,(C) Bio Diesel by Sunshine Farming --- 26.7%-30.7% THC 0%-2.0% CBD ,1,0,0,0,0,0,0,1
6707,(Sf) Lemon Sweet Skunk by Cannabis Northwest --- 90.7% THC 0.6% CBD,1,0,0,0,0,0,0,1
5213,(Tac) Dutch Treat by Cannabis Northwest --- 76.1%-80.1% THC 0%-3.0% CBD,1,0,0,0,0,0,0,1
73,.Cartridge CO2:  Royal Kush Refill by Nectar --- 0%-0.9% CBD Refill Bulb. Not a cartridge.,1,0,0,0,0,0,0,1
6113,.Cartridge Distillate: Dj Short Blueberry by Oleum --- 79.5%-83.5% THC 0%-0.8% CBD,1,0,0,0,0,0,0,1
6255,.Cartridge: Jack Herer by Ionic --- 77.5%-81.5% THC 0%-0.5% CBD,1,0,0,0,0,0,0,1
5429,.Cartridge: Northern Lights by Nectar --- 68.2%-72.2% THC 0%-0.8% CBD,1,0,0,0,0,0,0,1
7231,0000 Super S. Haze Wax by Errl's --- 53.3% THC 0.1% CBD,1,0,0,0,0,0,0,1
7402,0000 White Widow Shatter by Pot Factory --- 68.6% THC 0.5% CBD ,1,0,0,0,0,0,0,1
1937,"0000 White Widow by The Pot Factory --- 24.2% THC 0.0% CBD Among the most famous strains worldwide is White Widow, a balanced hybrid first bred in the Netherlands by Green House Seeds. A cross between a Brazilian sativa landrace and a resin-heavy South Indian indica,  White Widow has blessed every Dutch coffee shop menu since its birth in the 1990s. Its buds are white with crystal resin, warning you of the potent effects to come. A powerful burst of euphoria and energy breaks through immediately, stimulating both conversation and creativity. White Widows genetics have given rise to many other legends like White Russian, White Rhino, and Blue Widow. Still, many growers prefer cultivation of the original White Widow, which flowers in about 60 days indoors. https://www.leafly.com/hybrid/white-widow",1,1,1,1,0,0,1,0
11007,1,1,0,0,0,0,0,0,0
900,1/8 Smalls from Silica Phoenix (several strains) --- 7 strains currently in with 18% and higher for you to enjoy,1,0,0,0,0,0,0,0
6577,"101 Headband --- Produced by Cedar Creek Cannabis
Total: 22% THC",1,0,0,0,0,0,0,1
14012,101 Headband Refill Tanker by Cedar Creek Cannabis --- 64.6% THC 0.0% CBD,1,0,0,0,0,0,0,1
1407,"12th Man Down --- *Thin Mint Cookies* Produced by Phat Panda
Total Cannabinoids: 22%",1,0,0,0,0,0,0,1
15188,12th Man Down 24.4% --- Available in 1 gram for $15 out the door!!!,1,0,0,0,0,0,0,1
4574,"12th Man OG Asteroid Bud 36.90%THC --- 12th Man OG Asteroid Bud is a 1 gram bud that is rolled in an ultra blonde kief giving the bud  a nice intense high.  Total THC of the bud 25.09%, Ultra Blonde Kief 48.71%THC making an average of 36.90%THC!  Available in a 1 gram bud for $14 out the door!!!",1,0,1,1,0,0,0,0
3750,"12th Man OG Asteroid Bud 36.90%THC --- 12th Man OG Asteroid Bud is a 1 gram bud that is rolled in an ultra blonde kief giving the bud  a nice intense high.  Total THC of the bud 25.09%, Ultra Blonde Kief 48.71%THC making an average of 36.90%THC!  Available in a 1 gram bud for $16 out the door!!!",1,0,1,1,0,0,0,0
2046,1g Mixed Indica RSO ---  1 gram of an indica medley RSO from Phoenix Cannabis ,0,0,0,0,0,0,0,0
6956,1g Purple Sour Diesel Crumble (Bodhi High) --- By Bodhi High,0,0,0,0,0,0,0,0
7469,1g Rise n' Grind Co2 (Klaritie Farms) --- Sativa Dominant. Klaritie Farms.,0,0,0,0,0,0,0,0
5337,24 K Gold by Saints --- 16.4%-20.4% THC 0%-0.6% CBD ,1,0,0,0,0,0,0,1
14197,"24k Gold JACKPOT Cartridge .5g - WA --- <p>Concentration: 70 - 79% THC</p> <p>A CO2 extracted distillate with a broad spectrum cannabinoid profile, Jackpot provides a balance of high potency and rich flavor.</p> <p> Strain-Specific</p> <p> Cannabis-derived terpenes</p> <p> Up to 79% THC</p> <p> Distinguishable red mouthpiece</p> <p> Low failure rate</p> <p> CCELL technology</p> <p> No fillers, no traditional additives, no synthetic terpenes, no PG/PEG</p>",1,0,1,0,0,1,0,0
4331,25$ EIGHTHS ( ~WEED~) --- We have a wide selection of 25$ Eights come in to Two Five Tree's Today and check it out!!!!!!,0,0,0,0,0,0,0,0
7576,3 Kings + 1 Wax by Dabstract --- 64.8% THC 0.4% CBD,1,0,0,0,0,0,0,1
6772,3 Kings 3.5g Leaf Werks ---  21.6% THC 0.0% CBD ,1,0,0,0,0,0,0,1
14908,"3 Kings Crumble - Bodhi --- Our crumble is vacuum purged to perfection during the creation process, then carefully hand crafted in such a way as to cause our extracts to change into a delicate soft and moist texture that crumbles with ease.

Everything starts with quality Cannabis Material Production and dedication to our original intent.  We collaborate with material producers who offer the quality synonymous with our goal in final product.  Advancements in extraction technology have enabled the use of exact temperate control and high pressure pressure in a proprietary and safe closed loop double extraction process. The result is obvious when experienced, High-Terpene full bodied crumbles that are extremely potent with an effect that is unmistakeable.",0,1,0,0,0,1,0,0
500,"360 Cannabis A-Train 1g --- 21.4% THC 0.0% CBD Single prepacked gram of bud.
""A-Train is a hybrid between Mazar I Sharif and the clone-only Arcata e-32 Trainwreck.  This hybrid gives you the classic stoned feeling.  Be ready for smiles and munchies when you jump on the A-Train.""",1,1,1,0,0,0,0,0
1633,"3rd Dimension ---  3rd Dimension grown by Hell's Canyon. ""The Third Dimension, also known as 3D, fromTGA Genetics combines the best of three potent parent strains:Apollo 13,Jacks Cleaner, andSpace Queen. This sativa-dominanthybridwill gently lift you into acreativecerebral space devoid ofstress, and with larger doses comes the more powerful metaphysical experience implied by 3Ds name. It may be difficult to resist thepungent,fruityaroma ofmango,pineapple, andlemon, but novice cannabis consumers are urged to approach this heavy-hitter with caution.""https://www.leafly.com/hybrid/the-third-dimension ",0,1,1,0,0,1,1,0
6952,"420 Gold Critical Plus ---  <strong>THC:</strong>25.97%<strong>CBD:</strong>0% 
 <strong>Indica Hybrid</strong> 
 <strong>Bud</strong> ",1,0,0,0,0,0,0,1
1900,420 Natural - Wide Variety Flower --- 420 Natural provides excellent flower at a great price. *Strains and Availability may vary. Cheese (Indica-Hybrid) [17.4% THC] --- Maui Big Bud (Sativa) [12.4% THC] --- Cinex (Sativa) [14.9% THC] --- Purple OG Kush (Indica) [17.4% THC] --- Snoop's Dream (50/50 Hybrid) [23.3% THC] --- DF Dawg Fighter (Indica-Hybrid) [12.8%] --- Tangerine Kush (Hybrid) [17.3% THC] --- White Rhino (Indica) [17.9% THC] --- Shiskaberry (Indica) [18.2% THC] --- Pineapple Explosion (Indica-Hybrid) [15.4% THC] --- Dutch Hawaiian (Sativa) [21.6% THC],1,0,0,0,0,0,0,1
331,"501st OG - 24.4% --- Lifted Cannabis Co.
1 gram - 24.4%
3.5 grams - 26.49%",1,0,0,0,0,0,0,1
6280,501st Og by Pilot Farms --- 21.0% THC 0.2% CBD 501st OG,1,0,0,0,0,0,0,1
1058,"509 Kush by Klaritie Farms --- 24.6% THC 0.0% CBD An indica dominant hybrid (80% indica/20% sativa) of Master Kush X OG Kush strains. For the experienced user who wants a little power behind their medicine. A happy lift that boosts your mood and infuses you with a sense of euphoria. As this feeling of bliss grows, youll fall into a state of daydreamy relaxation that can be felt in both mind and body. Treats chronic stress or anxiety, depression, and chronic fatigue. A sweet lemony pine flavor and an aroma to match, with a very clean Pine-Sol like smell that lingers long after you finish toking. ",1,1,1,0,1,1,1,0
6434,6 Shooter --- 6 Shooter from Coastal Cannabis 21.58%THC,1,0,0,0,0,0,0,1
1890,"7 - WAY by (LEGENDS) --- 7 - WAY is a Sativa that produces energetic, happy and uplifting effects. A good day time high for someone who likes to indulge and then get things done. (NORTHWEST CANNABIS SOLUTIONS - LEGENDS) / POTENCY ANALYSIS (21.5% THC / .1% CBD / TOTAL - 21.6%)",1,0,1,0,0,0,1,0
3736,"7 Ghosts (Aurum Farms) --- (S/I 20:80)
This strain is a kush lover's dream. Taking the excellent qualities of Tahoe OG, Master Kush, Pre'98 Bubba, and Alien Kush, Aurum has mastered this indica-heavy strain to perfection.",0,1,0,0,0,0,0,0
5060,"7 Way (Northwest Cannabis Solutions) --- (S/I 80:20) 
Expect a tingling, peaceful calm feeling from this strain. It also packs a flavorful punch.",0,0,0,0,0,1,1,0
2313,700mg Super Lemon Haze Clear Cartridge (X-Tracted Labs) --- Vape cartridge. Refine/X-Tracted Labs.,1,0,0,0,0,0,0,1
12360,707 Headband 1g - Seattle's Private Reserve --- 18.3% THC 0.0% CBD,1,0,0,0,0,0,0,1
3331,"707 Headband- Seattle's Private Reserve --- Like wearing a Headband is the common description of its powerful, cerebral effects. The feeling is instantly noticed behind the eyes and across the forehead. Wonderful for stress relief, this Headband will provide you with an uplifting and relaxing effect that leaves you feeling optimistic. Many enjoy this strain for its energetic mind high, mental clarity and euphoric sensation.",0,0,1,0,0,0,1,0
176,707 Og by OG Line --- 21.0%-25.0% THC 0.0% CBD   Area Code 707 where the mastery of this strain was dialed in. Falls on the indica dominant side with intense body effects and a strong couch lock sensation.,1,1,1,0,0,0,0,0
4010,8 Ball Kush BHO Wax (BAH) - 1g --- 65.4% THC 1.8% CBD,1,0,0,0,0,0,0,1
2477,9 Lb Flavor #3 Wax by Dab Lab --- 80.0% THC 0.7% CBD BHO,1,0,0,0,0,0,0,1
3587,9 Lb Hammer Sun Drops (85.95% THC) by Leafwerx --- Indica // Available as 1g for $39 // Refined by Big Sur Extracts,1,0,0,0,0,0,0,1
14764,9 Lb X Strawberry Cough Shatter by Clandestine Gardens --- 75.8% THC 0.0% CBD ,1,1,0,0,0,0,0,1
6178,9 Lbs T19 16.03.14 Rosin by Leaph --- 70.1% THC 1.4% CBD,1,0,0,0,0,0,0,1
3509,9 Pound Hammer (Triumph) --- | Total THC: 18.90% | CBD: 0.10% |,1,0,0,0,0,0,0,1
6382,"9 Pound Hammer --- 16.6% THC 0.0% CBD 
*Percentages vary by lot*",1,0,0,0,0,0,0,1
5528,9 Pound Hammer 1g Star Drops (LeafWERX) --- 95.0% THC 0.0% CBD,1,0,0,0,0,0,0,1
1837,"9 Pound Hammer by The High Road --- 15.4% THC 0.2% CBD An indica dominant hybrid (80% indica/20% sativa) of Goo Berry X Hells OG X Jack the Ripper strains.  Feeling that you were hit over the head with a hammer, immediate onset of a happy, euphoric and uplifted cerebral head high that is stimulating and pain relieving, then couch-locked sedation, relaxed in both mind and body, eased into a deep and peaceful sleep. Treats chronic pain due to injury or illness, stress, insomnia, and eye pressure. A sweet grape aroma with a hint of earth and a taste of sweet berry lime that intensifies as you exhale.",1,1,1,0,1,1,1,0
12724,9 lb Hammer 3.5g - Golden Tree --- 23.4% THC 0.0% CBD,1,0,0,0,0,0,0,1
13865,9 lb Hammer Wax 1g by Western Cultured --- 70.9% THC 0.1% CBD,1,0,0,0,0,0,0,1
1956,"9 lb Hammer by Windy River --- 25.05% THCA, 0.13% CBD; 25.34% total cannabinoids",1,0,0,0,0,0,0,1
4143,"9 lb. Hammer Shake --- 9 lb. Hammer #1
15.5% THC; 0.1% CBD
by Pioneer Farm",1,0,0,0,0,0,0,1
3916,"9# Hammer by Trail Blazin' --- 19.8%-23.8% THC 0.1% CBD Trail Blazin' Productions' only Indica dominant strain! Intensely potent, excellent for bedtime.",1,0,0,0,0,0,1,0
3143,9# Hammer by Trail Blazin' --- 19.8%-23.8% THC 0.1% CBD Very relaxing with a citrus scent. Perfect for a chill day.,1,0,0,0,0,1,1,0
1237,91 Krypt Bubble Hash by Sesh - 1g --- 57.8% THC 0.4% CBD,1,0,0,0,0,0,0,1
4129,"98 Lemon Haze popcorn nugs --- Zesty, Citrusy, lightly sweet with an energetic
and lively feeling. Very popular sativa strain.",0,0,0,1,0,1,1,0
870,98' Lemon Haze by Sweet As! --- 17.2%-21.2% THC 0.0% CBD This sativa hybrid smells of fresh lemon peel and gives a happy uplifting high.,1,0,1,0,0,1,1,0
3904,"9Ib Hammer --- Produced by Fooprint Biosciences.
9 Pound Hammer is an 80% indica strain that crosses Gooberry, Hells OG, and Jack the Ripper. These dense buds are coated in resin, offering sweet grape and lime flavors. True to its indica dominance, effects are heavy and long-lasting, useful for pain and stress relief.",0,1,0,1,1,1,1,0
3488,9LB Hammer - Golden Tree Productions --- 9LB Hammer - Golden Tree Productions,0,0,0,0,0,0,0,0
4983,9lb Hammer (Western Cultured) --- | Total THC: 18.69% | CBD: 0% |,1,0,0,0,0,0,0,1
4208,"9lb Hammer ---  9lb Hammer is an effective indica-dominant strain boasting high THC content and helps with symptoms like back pain, insomnia, and PTSD. Derived from Goo Berry, Hells OG, and Jack the Ripper, 9lb Hammer induces a happy, euphoric high slowing easing users into a serene state of tranquility.  ",0,1,1,0,1,0,1,0
7424,9lb Hammer --- 23-24% THC | from LeafWerx,1,0,0,0,0,0,0,1
2645,9lb Hammer Cartridges by San Juan Sun Grown --- 55.1% THC 0.0% CBD,1,0,0,0,0,0,0,1
3520,9lb Hammer Star Drops --- 95% Total THC - Leaf Werx - Indica,1,0,0,0,0,0,0,1
2419,9lb Hammer Sun Drops Co2 Wax ---  83.7% Total THC - Big Sur Extracts - Indica ,1,0,0,0,0,0,0,1
3986,9lb Hammer by Boggy Boon --- 26.5% THC 0.0% CBD SHF 9lb Hammer 3.5g,1,0,0,0,0,0,0,1
6757,"9lb Sledge - 81.9% --- Agro Mechanix ""Sugar wax"" 
3.1% terp",1,0,0,0,0,1,0,1
7622,9lb. Hammer --- Tested at 11%,1,0,0,0,0,0,0,1
12963,A Train #8 by Seattle's Private Reserve --- 14.5% THC 0.0% CBD,1,0,0,0,0,0,0,1
7568,A-Train --- Seattle's Private Reserve,0,0,0,0,0,0,0,0
283,"A.T.F. - Heavenly Buds --- THC testing at 19%
Lineage : North America Sativa",1,0,0,0,0,0,0,1
3086,AC/DC - CBD --- Nectar Craft CBD 63.08% 1/2g - 55$ 1g- 80$ Refills- 60$ Starter Kit 100$,1,0,0,0,0,0,0,1
7106,AC/DC by Blacksmith Farms --- 3.0%-9.0% THC 9.5%-11.5% CBD,1,0,0,0,0,0,0,1
817,"ACDC (Golden Leaf) --- ACDC is a sativa-dominant phenotype of the high-CBD cannabis strain, Cannatonic. One remarkable characteristic of ACDC is its THC:CBD ratio of 1:20, meaning this strain induces no psychoactive effects. Tests have put ACDCs CBD content as high as 19%, which helps many patients treat pain, anxiety, epilepsy, multiple sclerosis, and the negative effects of chemotherapy, all without intoxication.",1,1,0,0,1,0,0,0
7485,ACDC **HIGH IN CBD** ---  Tested at 11% (H). ,0,0,0,0,0,0,0,0
2307,ACDC Nectar Craft Pen Set CBD --- Kit Comes with Vape pen charger and Cartridge. Strain ACDC High in CBD ,0,0,0,0,0,0,0,0
118,AGR: Lemon Sour Diesel - Kelso's Krnoic 28g --- 13.4% THC 0.6% CBD,1,0,0,0,0,0,0,1
1786,"AK 420 Shake by High Frequency Farms ---  15.34% THC, .09% CBD; 17% total cannabinoids ",1,0,0,0,0,0,0,1
338,"AK-47 - 18.4% THC --- Rainier Acres -  Mediterranean tasting slow creeper, watch out for this one.",1,0,0,0,0,0,0,0
1881,"AK-47 - 21% --- Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. This sativa-dominant hybrid delivers a steady and long-lasting cerebral buzz that keeps you mentally alert and engaged in creative or social activities. AK-47 mixes Colombian, Mexican, Thai, and Afghani varieties, bringing together a complex blend of flavors and effects. While AK-47s scent is sour and earthy, its sweet floral notes can only be fully realized in the taste.",1,1,1,0,0,1,1,0
3093,AK-47 - Harmony Farms --- Excellent sativa dominate hybrid that is true to it's namesake and packs a serious punch. Testing at 27.3% total CBs.,1,0,0,0,0,0,0,0
2040,"AK-47 --- A smooth and tasty sativa dominant hybrid. Our cut of the AK-47 was selected for its fruity flavor and uplifting, yet relaxing high. Never harsh, this is an infinitely smokeable strain.  Dense frosty buds, with a great smooth lasting high.

AROMA - Sweet, Fruity, Tropical, Mango

FLAVOR - Smooth, sweet, Fruity, plum, sour, citrus, lemon and, spicy, warm black pepper with incense and floral notes.

EFFECT - A very relaxing euphoric buzz. Great for quiet evenings and kicking back days.",0,0,1,1,0,1,1,0
4765,"AK-47 27% --- Do not let the intimidating name fool you. This sativa leaning hybrid provides its user with a mellow high making it ideal for creative and social activities.  Its high THC content has helped its growers win numerous cannabis cup awards around the world.  Its scent is earthy and sour, while its taste is sweet and floral.",1,0,0,0,0,1,1,0
7645,"AK-47 Trim/Shake --- Tested at 14% 
THIS IS A TRIM/SHAKE PRODUCT ",0,0,0,0,0,0,0,0
976,"AK-47 by Sasquatch Cannabis --- 23.0%-29.0% THC 0%-1.0% CBD Mellow Sativa high with a sweet, floral taste",1,0,1,0,0,1,0,0
94,"AK-47 by Sasquatch Cannabis --- 26.3% THC 0.0% CBD Mellow Sativa high with a sweet, floral taste.",1,0,1,0,0,1,0,0
2550,AK-47 x OG - Dawg Star --- A 20.0% THC Hybrid from Dawg Star,1,1,0,0,0,0,0,0
4522,"AK47 Cartridge by Fair Winds --- 39.6% THC, .6% CBD; 52.7% total cannabinoids

Prefilled disposable vape cartridge",1,0,0,0,0,0,0,1
5569,AK47 RSO Vape Cart - Liberty Reach --- pre loaded vape cartridge,0,0,0,0,0,0,0,0
13481,"AMC (Str8Fire) --- This strain is an indica dominant hybrid available from the growers at Str8fire.

**This is a shake/trim pack",0,0,0,1,0,0,0,0
3233,"ARTIZEN - GREEN QUEEN POPCORN --- Green Queen was bred by JB Dank Nugz from Green Crack and Space Queen. It is gold and yellow in color and known to provide a strong body buzz, with THC up to 17%.",1,1,1,1,0,0,0,0
1308,"ATF (4g/$45) --- 

Alaskan Thunder Fuck is a strong sativa that will have you feeling the effects soon after exhale.  Can also be known as Matanuska Thunder Fuck because it originates from the Matanuska Valley in Alaska.",0,1,0,0,0,0,0,0
5534,ATF - Str8fire Farms --- ATF - Str8fire Farms,0,0,0,0,0,0,0,0
3716,"ATF 22.39% --- Available in 1 gram for $12, 3.5 grams for $40 out the door!!!",1,0,0,0,0,0,0,1
6752,ATF BHO --- 77.55% Total - Heavenly - Sativa Hybrid,1,0,0,0,0,0,0,1
7139,ATF Kief Kief by Pure Funk --- 32.7% THC,1,0,0,0,0,0,0,1
12531,ATF- Heavenly Buds --- Alaskan Thunder Fuck is a strong sativa that will have you feeling the effects soon after exhale.  Can also be known as Matanuska Thunder Fuck because it originates from the Matanuska Valley in Alaska.,0,1,0,0,0,0,0,0
14015,ATF- Heavenly Buds --- Alaskan Thunder Fuck is a strong sativa that will have you feeling the effects soon after exhale. Tested at 23.93% THC This strain will get you up and moving!,1,0,0,0,0,0,1,0
4518,AVITAS - LEMON KUSH KIEF 1GRAM --- This is a step above the rest and a must try!,0,0,0,0,0,0,0,0
64,Abusive OG (14.8% THC) By Pot of Gold --- Indica // *SPECIAL* Available 3.5g for $34 // Grown by Pot of Gold,1,0,0,0,0,0,0,1
5179,Ac/Dc --- 28.0%-28.2% THC 38.8%-39.0% CBD,1,0,0,0,0,0,0,1
7681,Ac/Dc --- 8.3%-8.5% THC 15.8%-16.0% CBD,1,0,0,0,0,0,0,1
7642,Ac/Dc by Golden Grams --- 11.2% THC 62.0% CBD,1,0,0,0,0,0,0,1
7635,Ac/Dc by Weedbush Lovers --- 1.3% THC 15.5% CBD,1,0,0,0,0,0,0,1
5918,Acapulco Gold ---  | Total THC: 23.69% | CBD: 0.19% | ,1,0,0,0,0,0,0,1
4229,Acapulco Gold --- 26.3% THC 0.0% CBD Acapulco Gold - Sugar Shake 7 grams,1,0,0,0,0,0,0,1
3704,Acapulco Gold --- 79.1% Total and 9.1% CBD - Dream City - Sativa,1,0,0,0,0,0,0,1
12694,"Acapulco Gold --- A very well-known, high-powered sativa, it's orange
hairs resemble a gold nugget. An aroma of coffee
lingers when the bud is broken up. You'll love this rare strain.",0,0,0,1,0,1,0,0
7409,"Acapulco Gold --- By: Loud Vape, Ethanol extract, Sativa",0,0,0,0,0,0,0,0
5325,"Acapulco Gold --- Marley Narturals
Total THC: 22.20%
Total Cannabinoids: 27.50%",1,0,0,0,0,0,0,1
2813,Acapulco Gold --- Old School strain Not For The Weak At Heart by Pioneer Nuggets,0,0,0,0,0,0,0,0
6463,Acapulco Gold --- Pioneer Farms Sativa,0,0,0,0,0,0,0,0
3362,"Acapulco Gold :: Freya Farms --- This famous sativa-dominant hybrid combines a powerful head high with a soothing body high, its really good to treat anxiety, depression, chronic pain and headaches. 79.81%",1,0,1,0,1,0,0,0
3633,"Acapulco Gold By Wow Weed ---  Originated in Acapulco, Mexico THC 25.77% CBD 1.23% Total 28.93% ",1,1,0,0,0,0,0,0
6135,Acapulco Gold Shatter by Gaga --- 86.3%-96.3% THC 0%-1.3% CBD,1,0,0,0,0,0,0,1
3226,"Acapulco Gold Sugar Shake by Wow! Weed ---  25.77% THC, 1.14% CBD; 27.83% total cannabinoids ",1,0,0,0,0,0,0,1
3734,"Acapulco Gold Wax by Dab Dudes --- 88.86% THC, 0.15% CBD; 91.09% total cannabinoids",1,0,0,0,0,0,0,1
878,Acapulco Gold Wax by Regulator Extracts --- 75.2% THC 1.2% CBD Classic original landrace sativa from Mexico,1,1,0,0,0,0,0,0
2754,"Acapulco Gold by Dream City --- 20.3% THC 0.1% CBD One of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. The strain comes from the areas in and around Acapulco, Mexico. Its orange hairs resemble a gold nugget, with gold, green, and brown colors of resin collecting on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and is becoming more difficult to find due to more growers moving indoors. 
https://www.leafly.com/sativa/acapulco-gold",1,1,0,1,0,1,0,0
1161,"Acapulco Gold by Nine Point --- Provided by Nine Point
22% THC, 
*TAXES INCLUDED*",1,0,0,0,0,0,0,1
4682,"Acapulco Gold by Pioneer Nuggets --- 30.2% THC 1.2% CBD Legendary Mexican Landrace , Sativa Hybrid",1,0,0,0,0,0,0,1
3012,"Acapulco Gold by The Pot Factory --- 19.8% THC 0.1% CBD One of the most well-known strains, Acapulco Gold has been likened to dinner at a five-star restaurant. The strain comes from the areas in and around Acapulco, Mexico. Its orange hairs resemble a gold nugget, with gold, green, and brown colors of resin collecting on the buds. An aroma of burnt toffee lingers when the bud is broken up. Acapulco Gold has a reputation for being one of the best cannabis strains ever created, and is becoming more difficult to find due to more growers moving indoors. 
https://www.leafly.com/sativa/acapulco-gold",1,1,0,1,0,1,0,0
